Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
HV446329,08/25/2012 02:43:00 PM,006XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,6,01A,1181686,1852760,2012,41.751204276,-87.609779467,"(41.751204276, -87.609779467)"
HV445439,08/25/2012 11:25:00 PM,078XX S CHAMPLAIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,6,01A,1181920,1853246,2012,41.752532509,-87.608906986,"(41.752532509, -87.608906986)"
HV447320,08/26/2012 02:58:00 AM,090XX S EAST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0413,8,01A,1189132,1845276,2012,41.730492386,-87.58273315,"(41.730492386, -87.58273315)"
HV447981,08/26/2012 03:29:00 PM,006XX E 67TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,20,01A,1181530,1860725,2012,41.773064658,-87.610105725,"(41.773064658, -87.610105725)"
HV450944,08/28/2012 03:25:00 PM,064XX N SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2412,50,01A,1155165,1942592,2012,41.998283492,-87.704554719,"(41.998283492, -87.704554719)"
HV450944,08/28/2012 03:25:00 PM,064XX N SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2412,50,01A,1155165,1942592,2012,41.998283492,-87.704554719,"(41.998283492, -87.704554719)"
HV451429,08/28/2012 09:41:00 PM,078XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0611,17,01A,1166706,1852733,2012,41.751462766,-87.664674462,"(41.751462766, -87.664674462)"
HV452172,08/29/2012 01:00:00 PM,080XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0612,21,01A,1168062,1851516,2012,41.748094124,-87.65974028,"(41.748094124, -87.65974028)"
HV454467,08/30/2012 11:15:00 PM,070XX S ARTESIAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0832,15,01A,1161258,1857923,2012,41.765819345,-87.684495418,"(41.765819345, -87.684495418)"
HV455453,08/31/2012 05:11:00 PM,048XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0933,20,01A,1166490,1872603,2012,41.805993183,-87.664900005,"(41.805993183, -87.664900005)"
HV457645,09/02/2012 04:00:00 AM,092XX S CHAPPEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0413,8,01A,1191456,1844097,2012,41.727201167,-87.57425781,"(41.727201167, -87.57425781)"
HV457732,09/02/2012 05:11:00 AM,010XX W MONTROSE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1913,46,01A,1168515,1929384,2012,41.961760892,-87.655828955,"(41.961760892, -87.655828955)"
HV458091,09/02/2012 12:45:00 PM,075XX N SEELEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2424,49,01A,1161338,1950012,2012,42.018517536,-87.681638499,"(42.018517536, -87.681638499)"
HV460144,09/04/2012 02:27:00 AM,053XX S HAMLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0822,23,01A,1151946,1868931,2012,41.796214692,-87.718338829,"(41.796214692, -87.718338829)"
HV460852,09/04/2012 03:30:00 PM,054XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0225,3,01A,1177642,1868916,2012,41.795630427,-87.624110386,"(41.795630427, -87.624110386)"
HV461315,09/04/2012 09:03:00 PM,069XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0731,6,01A,1175497,1858755,2012,41.767795848,-87.632279919,"(41.767795848, -87.632279919)"
HV461642,09/05/2012 12:15:00 AM,081XX S INGLESIDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0631,8,01A,1183978,1851276,2012,41.747078826,-87.601426771,"(41.747078826, -87.601426771)"
HV462087,09/05/2012 10:39:00 AM,028XX N NAGLE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2511,36,01A,1132930,1918091,2012,41.931469202,-87.786925903,"(41.931469202, -87.786925903)"
HV464596,09/06/2012 11:20:00 PM,020XX N LAMON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2522,31,01A,1143370,1913051,2012,41.917449945,-87.748686457,"(41.917449945, -87.748686457)"
HV466421,09/08/2012 05:52:00 AM,116XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0524,34,01A,1174389,1827931,2012,41.683235288,-87.63725483,"(41.683235288, -87.63725483)"
HV465972,09/08/2012 09:57:00 AM,029XX W 56TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,14,01A,1157516,1867362,2012,41.791797974,-87.697955586,"(41.791797974, -87.697955586)"
HV473041,09/12/2012 06:28:00 PM,056XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0225,20,01A,1178116,1867759,2012,41.792444765,-87.62240731,"(41.792444765, -87.62240731)"
HV473509,09/13/2012 01:15:00 AM,025XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1312,26,01A,1159343,1907232,2012,41.901168351,-87.690161357,"(41.901168351, -87.690161357)"
HV473716,09/13/2012 07:21:00 PM,050XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0224,3,01A,1178895,1871636,2012,41.803065896,-87.619432786,"(41.803065896, -87.619432786)"
HV476066,09/14/2012 08:42:00 PM,122XX S ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,false,false,0524,34,01A,1169546,1823670,2012,41.671648388,-87.655106101,"(41.671648388, -87.655106101)"
HV476363,09/15/2012 01:13:00 AM,009XX N DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1121,27,01A,1152541,1906032,2012,41.898012655,-87.715177582,"(41.898012655, -87.715177582)"
HV476441,09/15/2012 02:45:00 AM,048XX W GEORGE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2521,31,01A,1143665,1918846,2012,41.933346483,-87.747457135,"(41.933346483, -87.747457135)"
HV477240,09/15/2012 03:00:00 PM,048XX S AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0821,14,01A,1151520,1872381,2012,41.805690349,-87.719810718,"(41.805690349, -87.719810718)"
HV477865,09/16/2012 08:07:00 AM,013XX N LATROBE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,2532,37,01A,1141131,1908376,2012,41.904662812,-87.757028108,"(41.904662812, -87.757028108)"
HV479052,09/17/2012 01:05:00 AM,045XX S LAVERGNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0814,23,01A,1143786,1874158,2012,41.810714711,-87.748132093,"(41.810714711, -87.748132093)"
HV479792,09/17/2012 03:34:00 PM,059XX S NORMAL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,20,01A,1173979,1865513,2012,41.786374378,-87.637643655,"(41.786374378, -87.637643655)"
HV480397,09/18/2012 06:06:00 AM,056XX N WINTHROP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2022,48,01A,1167849,1937633,2012,41.984410822,-87.658038469,"(41.984410822, -87.658038469)"
HV483067,09/19/2012 07:25:00 PM,068XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0322,20,01A,1179658,1859756,2012,41.770448616,-87.616997535,"(41.770448616, -87.616997535)"
HV484609,09/20/2012 11:13:00 PM,002XX W 106TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0512,34,01A,1176557,1834650,2012,41.701624878,-87.629117507,"(41.701624878, -87.629117507)"
HV484836,09/21/2012 12:17:00 AM,032XX W LE MOYNE ST,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,1422,26,01A,1154380,1909783,2012,41.908269183,-87.708322693,"(41.908269183, -87.708322693)"
HV486460,09/22/2012 02:05:00 AM,000XX W 122ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0523,9,01A,1178033,1824062,2012,41.672536597,-87.624032104,"(41.672536597, -87.624032104)"
HV252460,09/22/2012 09:00:00 AM,019XX S HOMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1024,24,01A,1154007,1890267,2012,41.85472273,-87.710213449,"(41.85472273, -87.710213449)"
HV487207,09/22/2012 05:14:00 PM,016XX E 91ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0413,8,01A,1188962,1844970,2012,41.729656757,-87.583365673,"(41.729656757, -87.583365673)"
HV487383,09/22/2012 08:02:00 PM,009XX W 87TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0613,21,01A,1171644,1847147,2012,41.736027301,-87.646742401,"(41.736027301, -87.646742401)"
HV489055,09/24/2012 07:24:00 AM,019XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0131,3,01A,1176627,1890987,2012,41.856218005,-87.627167159,"(41.856218005, -87.627167159)"
HV489350,09/24/2012 11:00:00 AM,065XX S CALIFORNIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0831,15,01A,1158839,1861087,2012,41.774551557,-87.693275626,"(41.774551557, -87.693275626)"
HV490281,09/24/2012 09:55:00 PM,088XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0632,8,01A,1183113,1846363,2012,41.733617158,-87.604748745,"(41.733617158, -87.604748745)"
HV490538,09/25/2012 02:37:00 AM,004XX W 120TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0522,34,01A,1175351,1825332,2012,41.676081841,-87.633810547,"(41.676081841, -87.633810547)"
HV490538,09/25/2012 03:24:00 AM,004XX W 120TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,34,01A,1175351,1825332,2012,41.676081841,-87.633810547,"(41.676081841, -87.633810547)"
HV490328,09/25/2012 05:40:00 AM,118XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,34,01A,1178043,1826420,2012,41.679007084,-87.623924449,"(41.679007084, -87.623924449)"
HV490775,09/25/2012 10:45:00 AM,061XX S WOODLAWN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0314,20,01A,1185273,1864474,2012,41.783265047,-87.596267196,"(41.783265047, -87.596267196)"
HV491603,09/25/2012 08:50:00 PM,087XX S MARQUETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0423,7,01A,1195769,1847641,2012,41.736820751,-87.558342113,"(41.736820751, -87.558342113)"
HV492016,09/26/2012 03:00:00 AM,082XX S HOUSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0424,10,01A,1197918,1850958,2012,41.745869477,-87.55035846,"(41.745869477, -87.55035846)"
HV493059,09/26/2012 07:07:00 PM,040XX S LAKE PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0214,4,01A,1183593,1878563,2012,41.82196573,-87.601987042,"(41.82196573, -87.601987042)"
HV495203,09/28/2012 10:42:00 AM,024XX W 45TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0922,12,01A,1160663,1874764,2012,41.812045606,-87.686211691,"(41.812045606, -87.686211691)"
HV495203,09/28/2012 10:42:00 AM,024XX W 45TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0922,12,01A,1160663,1874764,2012,41.812045606,-87.686211691,"(41.812045606, -87.686211691)"
HV495853,09/28/2012 07:04:00 PM,092XX S CHAPPEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0413,8,01A,1191457,1844056,2012,41.727088635,-87.574255471,"(41.727088635, -87.574255471)"
HV496069,09/28/2012 08:47:00 PM,038XX W CONGRESS PKWY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,24,01A,1151104,1897432,2012,41.874441638,-87.720681099,"(41.874441638, -87.720681099)"
HV497946,09/30/2012 05:22:00 AM,009XX W 35TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0913,11,01A,1170459,1881637,2012,41.830697755,-87.650079737,"(41.830697755, -87.650079737)"
HV499942,10/01/2012 07:41:00 PM,114XX S YALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,34,01A,1176657,1829044,2012,41.686238944,-87.628919212,"(41.686238944, -87.628919212)"
HV505977,10/05/2012 09:08:00 PM,021XX E 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0431,7,01A,1191914,1842389,2012,41.722503153,-87.572635409,"(41.722503153, -87.572635409)"
HV506892,10/06/2012 12:53:00 PM,044XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,0924,12,01A,1166081,1875267,2012,41.813312219,-87.666324236,"(41.813312219, -87.666324236)"
HV509943,10/08/2012 08:16:00 PM,074XX S DORCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,5,01A,1186827,1856042,2012,41.760090211,-87.590836687,"(41.760090211, -87.590836687)"
HV510216,10/09/2012 12:45:00 AM,053XX N DELPHIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1614,41,01A,1117975,1934331,2012,41.976282242,-87.841541839,"(41.976282242, -87.841541839)"
HV511426,10/09/2012 08:45:00 PM,058XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0712,16,01A,1169985,1865923,2012,41.787587214,-87.652275757,"(41.787587214, -87.652275757)"
HV512782,10/10/2012 07:32:00 PM,030XX E 83RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0424,10,01A,1197750,1850518,2012,41.744666278,-87.55098869,"(41.744666278, -87.55098869)"
HV513596,10/11/2012 12:02:00 PM,006XX E 87TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0632,6,01A,1182063,1847106,2012,41.735680362,-87.608572465,"(41.735680362, -87.608572465)"
HV515657,10/12/2012 07:14:00 PM,068XX S EAST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0332,5,01A,1188712,1860059,2012,41.771068348,-87.583799955,"(41.771068348, -87.583799955)"
HV515941,10/12/2012 11:36:00 PM,071XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,6,01A,1174526,1857685,2012,41.764881306,-87.635870858,"(41.764881306, -87.635870858)"
HV517211,10/13/2012 10:12:00 PM,063XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0312,20,01A,1180993,1863045,2012,41.77944334,-87.612002879,"(41.77944334, -87.612002879)"
HV517611,10/14/2012 05:10:00 AM,053XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0231,3,01A,1179390,1869658,2012,41.797626791,-87.617677805,"(41.797626791, -87.617677805)"
HV521659,10/17/2012 04:50:00 AM,030XX S HAYNES CT,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0913,11,01A,1168691,1884598,2012,41.838861426,-87.656480987,"(41.838861426, -87.656480987)"
HV522829,10/17/2012 07:14:00 PM,010XX E 73RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0324,5,01A,1184646,1856830,2012,41.762303939,-87.598805314,"(41.762303939, -87.598805314)"
HV525043,10/19/2012 10:34:00 AM,073XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0735,17,01A,1164627,1855988,2012,41.760439035,-87.672201358,"(41.760439035, -87.672201358)"
HV525586,10/19/2012 04:31:00 PM,099XX S YATES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0431,7,01A,1194131,1839637,2012,41.714897356,-87.564604981,"(41.714897356, -87.564604981)"
HV526828,10/20/2012 12:31:00 PM,000XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1115,28,01A,1149732,1899606,2012,41.880434101,-87.725662001,"(41.880434101, -87.725662001)"
HV507550,10/20/2012 01:25:00 PM,027XX W 62ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0825,15,01A,1158996,1863420,2012,41.780950435,-87.692636367,"(41.780950435, -87.692636367)"
HV527778,10/21/2012 03:07:00 AM,000XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1513,29,01A,1139047,1899836,2012,41.881266156,-87.764891183,"(41.881266156, -87.764891183)"
HV528197,10/21/2012 12:40:00 PM,098XX S MERRILL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0431,7,01A,1192394,1840222,2012,41.716545037,-87.570947551,"(41.716545037, -87.570947551)"
HV528518,10/21/2012 06:06:00 PM,086XX S KINGSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0423,7,01A,1194663,1848105,2012,41.738121265,-87.562378839,"(41.738121265, -87.562378839)"
HV528532,10/23/2012 12:23:00 PM,094XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0633,9,01A,1181563,1842510,2012,41.72307993,-87.610545649,"(41.72307993, -87.610545649)"
HV528532,10/24/2012 04:15:00 PM,094XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0633,9,01A,1181563,1842510,2012,41.72307993,-87.610545649,"(41.72307993, -87.610545649)"
HV533276,10/24/2012 10:40:00 PM,080XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0621,21,01A,1172364,1851608,2012,41.748253086,-87.64397366,"(41.748253086, -87.64397366)"
HV536543,10/27/2012 08:15:00 AM,038XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1112,27,01A,1150643,1906398,2012,41.899054311,-87.722139232,"(41.899054311, -87.722139232)"
HV537785,10/28/2012 03:32:00 AM,005XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0624,6,01A,1181310,1855408,2012,41.758479341,-87.611075845,"(41.758479341, -87.611075845)"
HV538062,10/28/2012 10:15:00 AM,011XX N KEYSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1111,27,01A,1149178,1907301,2012,41.90156075,-87.727496751,"(41.90156075, -87.727496751)"
HV538464,10/28/2012 04:32:00 PM,068XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0723,6,01A,1172150,1859435,2012,41.769736056,-87.644528181,"(41.769736056, -87.644528181)"
HV538704,10/28/2012 08:02:00 PM,013XX W 13TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,1231,2,01A,1167613,1894184,2012,41.865189511,-87.660160954,"(41.865189511, -87.660160954)"
HV538871,10/28/2012 11:03:00 PM,094XX S LA SALLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0634,21,01A,1176942,1842337,2012,41.722710417,-87.627477022,"(41.722710417, -87.627477022)"
HV539217,10/29/2012 11:15:00 AM,079XX S ESCANABA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0422,7,01A,1196878,1852939,2012,41.751331394,-87.554103407,"(41.751331394, -87.554103407)"
HV539493,10/29/2012 02:32:00 PM,011XX W WILSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1913,46,01A,1167615,1930696,2012,41.965380546,-87.659099891,"(41.965380546, -87.659099891)"
HV539907,10/29/2012 06:17:00 PM,016XX N SPAULDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1422,26,01A,1153892,1910719,2012,41.910847394,-87.710090384,"(41.910847394, -87.710090384)"
HV540475,10/30/2012 09:12:00 AM,062XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,20,01A,1180650,1863845,2012,41.781646505,-87.613235784,"(41.781646505, -87.613235784)"
HV541288,10/30/2012 08:00:00 PM,122XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0523,34,01A,1173862,1823805,2012,41.671924547,-87.639305643,"(41.671924547, -87.639305643)"
HV541857,10/31/2012 09:14:00 AM,005XX N LAMON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,28,01A,1143593,1903321,2012,41.890745572,-87.748111019,"(41.890745572, -87.748111019)"
HV542767,10/31/2012 07:25:00 PM,054XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,true,false,0932,16,01A,1164611,1868623,2012,41.795111477,-87.67190382,"(41.795111477, -87.67190382)"
HV543426,11/01/2012 09:40:00 AM,057XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0232,20,01A,1179463,1867016,2012,41.79037523,-87.617490782,"(41.79037523, -87.617490782)"
HV546172,11/03/2012 04:01:00 AM,056XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0711,3,01A,1174935,1867419,2012,41.791583362,-87.634081651,"(41.791583362, -87.634081651)"
HV546216,11/03/2012 05:45:00 AM,097XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0431,10,01A,1197451,1841021,2012,41.71861319,-87.552399964,"(41.71861319, -87.552399964)"
HV546184,11/04/2012 08:08:00 AM,049XX W DIVERSEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2521,31,01A,1143068,1918166,2012,41.931491671,-87.749668109,"(41.931491671, -87.749668109)"
HV551113,11/06/2012 09:00:00 PM,031XX N CENTRAL PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,2523,35,01A,1151846,1920558,2012,41.937887003,-87.717347053,"(41.937887003, -87.717347053)"
HV494600,11/07/2012 02:47:00 PM,018XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1233,25,01A,1169984,1891266,2012,41.857130937,-87.651542065,"(41.857130937, -87.651542065)"
HV551507,11/07/2012 04:33:00 PM,024XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0835,18,01A,1161588,1852172,2012,41.750030916,-87.683445092,"(41.750030916, -87.683445092)"
HV552800,11/08/2012 11:27:00 PM,026XX W 83RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0835,18,01A,1160234,1849499,2012,41.742723745,-87.68848018,"(41.742723745, -87.68848018)"
HV556184,11/10/2012 12:56:00 PM,026XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,7,01A,1195467,1853106,2012,41.751824605,-87.559268417,"(41.751824605, -87.559268417)"
HV559550,11/12/2012 11:35:00 PM,113XX S STEWART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2233,34,01A,1175653,1829629,2012,41.687866743,-87.632577234,"(41.687866743, -87.632577234)"
HV560857,11/13/2012 07:40:00 PM,011XX W 84TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,false,false,0613,21,01A,1170001,1849093,2012,41.741403207,-87.652705376,"(41.741403207, -87.652705376)"
HV562886,11/15/2012 10:55:00 AM,049XX N WHIPPLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,1713,33,01A,1155149,1932669,2012,41.971054604,-87.704881423,"(41.971054604, -87.704881423)"
HV563451,11/15/2012 05:38:00 PM,059XX S RICHMOND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,16,01A,1157729,1865150,2012,41.785723614,-87.697234557,"(41.785723614, -87.697234557)"
HV563603,11/15/2012 06:32:00 PM,051XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1531,37,01A,1141687,1906835,2012,41.900423863,-87.755023892,"(41.900423863, -87.755023892)"
HV564446,11/16/2012 01:11:00 PM,012XX S KOLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1147580,1894006,2012,41.865108577,-87.73370765,"(41.865108577, -87.73370765)"
HV565520,11/17/2012 03:15:00 AM,025XX S TRUMBULL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1024,22,01A,1153775,1886864,2012,41.845389113,-87.71115549,"(41.845389113, -87.71115549)"
HV565631,11/17/2012 07:20:00 AM,066XX S BELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,15,01A,1162550,1860477,2012,41.772801037,-87.679688634,"(41.772801037, -87.679688634)"
HV516961,11/17/2012 12:05:00 PM,061XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0713,15,01A,1166720,1864100,2012,41.782655024,-87.664299154,"(41.782655024, -87.664299154)"
HV522994,11/17/2012 02:00:00 PM,113XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,2234,34,01A,1170695,1829352,2012,41.687215851,-87.65073602,"(41.687215851, -87.65073602)"
HV567134,11/18/2012 10:42:00 AM,043XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0924,12,01A,1165407,1875835,2012,41.814885204,-87.668780391,"(41.814885204, -87.668780391)"
HV567218,11/18/2012 11:43:00 AM,007XX W 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0935,3,01A,1172264,1871052,2012,41.8016119,-87.643768796,"(41.8016119, -87.643768796)"
HV569235,11/19/2012 08:24:00 PM,060XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0311,20,01A,1178189,1865087,2012,41.785110879,-87.62222067,"(41.785110879, -87.62222067)"
HV555229,11/20/2012 07:43:00 PM,094XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,7,01A,1195150,1843050,2012,41.724237919,-87.560760858,"(41.724237919, -87.560760858)"
HV570829,11/20/2012 10:57:00 PM,034XX W SUNNYSIDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1723,33,01A,1152479,1929691,2012,41.962936107,-87.714778392,"(41.962936107, -87.714778392)"
HV571175,11/21/2012 09:55:00 AM,045XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0925,11,01A,1171731,1874768,2012,41.811820703,-87.645614455,"(41.811820703, -87.645614455)"
HV572023,11/21/2012 08:30:00 PM,103XX S FOREST AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,0512,9,01A,1180074,1836444,2012,41.706468217,-87.616184739,"(41.706468217, -87.616184739)"
HV572727,11/22/2012 12:59:00 PM,055XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0824,14,01A,1156656,1867764,2012,41.792918517,-87.701098236,"(41.792918517, -87.701098236)"
